video_id,title,url,name,score,second,frame,text
cijzSUP0siw,Свои | 4 сезон | 14 серия | Запертый демон,https://www.youtube.com/watch?v=cijzSUP0siw,Егор Смирнов,1.0,2374.0,credits_scan/frames/cijzSUP0siw/frame_0039.jpg,НАД ФИЛЬМОМ РАБОТАЛИ ВТОРОЙ ОПЕРАТОР — СЕРГЕЙ ЖИГАНОВ ФОКУС-ПУПЛЕРЫ / МЕХАНИКИ — ПАВЕЛ РАЧКОВ МАКСИМ ОКУПОВСКИЙ АССИСТЕНТ ОПЕРАТОРСКОЙ ГРУППЫ — АНТОН КАДУШКИН РАБОЧИЙ ОПЕРАТОРСКОЙ ГРУППЫ — ЕГОР СМИРНОВ ГАФФЕР — ИЛЬЯ ЧЕРНОВ ОСВЕТИТЕТЬ — ОЛЕГ МАРКИН ЗВУКОРЕЖИССЁР — АЛЕКСЕЙ ВОРОШИЛОВ ЗВУКООПЕРАТОР — ГЛЕБ КАРИБСКИЙ РЕЖИССЁР МОНТАЖА — ВИКТОРИЯ ГАНУС МОНТАЖЁР — ВЕРОНИКА КОРШУНОВА КОЛОРИСТ — АЛЕКСЕЙ АНДРИАНОВ КОМПЬЮТЕРНАЯ ГРАФИКА — ИЛЬЯ ЯКИЩЁНОК КООРДИНАТОР ПОСТ-ПРОДАКШЕН — КСЕНИЯ ОБОРИНА
cijzSUP0siw,Свои | 4 сезон | 14 серия | Запертый демон,https://www.youtube.com/watch?v=cijzSUP0siw,Егор Смирнов,1.0,2376.0,credits_scan/frames/cijzSUP0siw/frame_0040.jpg,НАД ФИЛЬМОМ РАБОТАЛИ ВТОРОЙ ОПЕРАТОР — СЕРГЕЙ ЖИГАНОВ ФОКУС-ПУПЛЕРЫ / МЕХАНИКИ — ПАВЕЛ РАЧКОВ МАКСИМ ОКУПОВСКИЙ АССИСТЕНТ ОПЕРАТОРСКОЙ ГРУППЫ — АНТОН КАДУШКИН РАБОЧИЙ ОПЕРАТОРСКОЙ ГРУППЫ — ЕГОР СМИРНОВ ГАФФЕР_ — ИЛЬЯ ЧЕРНОВ ОСВЕТИТЕТЬ — ОЛЕГ МАРКИН ЗВУКОРЕЖИССЁР — АЛЕКСЕЙ ВОРОШИЛОВ ЗВУКООПЕРАТОР — ГЛЕБ КАРИБСКИЙ РЕЖИССЁР МОНТАЖА — ВИКТОРИЯ ГАНУС МОНТАЖЁР — ВЕРОНИКА КОРШУНОВА КОЛОРИСТ — АЛЕКСЕЙ АНДРИАНОВ КОМПЬЮТЕРНАЯ ГРАФИКА — ИЛЬЯ ЯКИЩЁНОК КООРДИНАТОР ПОСТ-ПРОДАКШЕН — КСЕНИЯ ОБОРИНА
xVLsbnid64U,Свои | 4 сезон | 15 серия | Мания величия,https://www.youtube.com/watch?v=xVLsbnid64U,Егор Смирнов,1.0,2354.0,credits_scan/frames/xVLsbnid64U/frame_0039.jpg,ВТОРОЙ ОПЕРАТОР — СЕРГЕЙ ЖИГАНОВ ФОКУС-ПУПЛЕРЫ / МЕХАНИКИ — ПАВЕЛ РАЧКОВ р _ МАКСИМ ОКУЛОВСКИИ АССИСТЕНТ ОПЕРАТОРСКОЙ ГРУППЫ — АНТОН КАДУШКИН РАБОЧИЙ ОПЕРАТОРСКОЙ ГРУППЫ — ЕГОР СМИРНОВ ГАФФЕР — ИЛЬЯ ЧЕРНОВ ОСВЕТИТЕТЬ — МАРКИН ОЛЕГ ЗВУКОРЕЖИССЁР — АЛЕКСЕЙ ВОРОШИЛОВ ЗВУКООПЕРАТОР — МАКСИМ КОРОТКИЙ РЕЖИССЁР МОНТАЖА — ВИК ТОРИЯ ГАНУС КОПОРИСТ — АЛЕКСЕЙ АНДРИАНОВ КОМПЬЮТЕРНАЯ ГРАФИКА — ИЛЬЯ ЯКИЩЁНОК КООРДИНАТОР ПОСТ-ПРОДАКШЕН — КСЕНИЯ ОБОРИНА
xVLsbnid64U,Свои | 4 сезон | 15 серия | Мания величия,https://www.youtube.com/watch?v=xVLsbnid64U,Егор Смирнов,1.0,2356.0,credits_scan/frames/xVLsbnid64U/frame_0040.jpg,ВТОРОЙ ОПЕРАТОР — СЕРГЕЙ ЖИГАНОВ ФОКУС-ПУПЛЕРЫ / МЕХАНИКИ — ПАВЕЛ РАЧКОВ р _ МАКСИМ ОКУЛОВСКИИ АССИСТЕНТ ОПЕРАТОРСКОЙ ГРУППЫ — АНТОН КАДУШКИН РАБОЧИЙ ОПЕРАТОРСКОЙ ГРУППЫ — ЕГОР СМИРНОВ ГАФФЕР — ИЛЬЯ ЧЕРНОВ ОСВЕТИТЕТЬ — МАРКИН ОЛЕГ ЗВУКОРЕЖИССЁР — АЛЕКСЕЙ ВОРОШИЛОВ ЗВУКООПЕРАТОР — МАКСИМ КОРОТКИЙ РЕЖИССЁР МОНТАЖА — ВИК ТОРИЯ ГАНУС КОПОРИСТ — АЛЕКСЕЙ АНДРИАНОВ КОМПЬЮТЕРНАЯ ГРАФИКА — ИЛЬЯ ЯКИЩЁНОК КООРДИНАТОР ПОСТ-ПРОДАКШЕН — КСЕНИЯ ОБОРИНА
_8lqF4tPpyQ,Свои | 4 сезон | 16 серия | Бег по краю,https://www.youtube.com/watch?v=_8lqF4tPpyQ,Егор Смирнов,1.0,2337.0,credits_scan/frames/_8lqF4tPpyQ/frame_0037.jpg,НАД ФИЛЬМОМ РАБОТАЛИ ВТОРОЙ ОПЕРАТОР ЕПИЗАВЕТА ЧАЙКОВСКАЯ ФОКУС-ПУППЕРЫ / МЕХАНИКИ — АРТЁМ ПЕТРОСЯН АЛЕКСАНДР ПРОХОРОВ АССИСТЕНТ ОПЕРАТОРСКОЙ ГРУППЫ — ФИЛИПП БОГДАНОВ РАБОЧИЙ ОПЕРАТОРСКОЙ ГРУППЫ — ЕГОР СМИРНОВ ГАФФЕР — ИВАН ПЫСЕНКО ОСВЕТИТЕТЬ — АЛЕКСАНДР САКС ЗВУКОРЕЖИССЁР — АЛЕКСЕЙ ВОРОШИЛОВ ЗВУКООПЕРАТОР — ГЛЕБ КАРИБСКИЙ РЕЖИССЁР МОНТАЖА — ВИКТОРИЯ ГАНУС МОНТАЖЁР — ВЕРОНИКА КОРШУНОВА КОЛОРИСТ — АЛЕКСЕЙ АНДРИАНОВ КОМПЬЮТЕРНАЯ ГРАФИКА — ИЛЬЯ ЯКИЩЁНОК КООРДИНАТОР ПОСТ-ПРОДАКШЕН — КСЕНИЯ ОБОРИНА
_8lqF4tPpyQ,Свои | 4 сезон | 16 серия | Бег по краю,https://www.youtube.com/watch?v=_8lqF4tPpyQ,Егор Смирнов,1.0,2339.0,credits_scan/frames/_8lqF4tPpyQ/frame_0038.jpg,НАД ФИЛЬМОМ РАБОТАЛИ ВТОРОЙ ОПЕРАТОР ЕПИЗАВЕТА ЧАЙКОВСКАЯ ФОКУС-ПУПЛЕРЫ / МЕХАНИКИ — АРТЁМ ПЕТРОСЯН АЛЕКСАНДР ПРОХОРОВ АССИСТЕНТ ОПЕРАТОРСКОЙ ГРУППЫ — ФИЛИПП БОГДАНОВ РАБОЧИЙ ОПЕРАТОРСКОЙ ГРУППЫ — ЕГОР СМИРНОВ ГАФФЕР — ИВАН ПЫСЕНКО ОСВЕТИТЕТЬ — АЛЕКСАНДР САКС ЗВУКОРЕЖИССЁР — АЛЕКСЕЙ ВОРОШИЛОВ ЗВУКООПЕРАТОР — ГЛЕБ КАРИБСКИЙ РЕЖИССЁР МОНТАЖА — ВИКТОРИЯ ГАНУС МОНТАЖЁР — ВЕРОНИКА КОРШУНОВА КОЛОРИСТ — АЛЕКСЕЙ АНДРИАНОВ КОМПЬЮТЕРНАЯ ГРАФИКА — ИЛЬЯ ЯКИЩЁНОК КООРДИНАТОР ПОСТ-ПРОДАКШЕН — КСЕНИЯ ОБОРИНА
AkV4M3-zgFE,Свои | 4 сезон | 17 серия | Прощальные слова,https://www.youtube.com/watch?v=AkV4M3-zgFE,Егор Смирнов,1.0,2341.0,credits_scan/frames/AkV4M3-zgFE/frame_0038.jpg,ВТОРОЙ ОПЕРАТОР — ДАНИИЛ ЗПОБИН ФОКУС-ПУПЛЕРЫ / МЕХАНИКИ — МИХАИЙ ТАРАСОВ _ ДАНИИЛ ЧУБЕНКО АССИСТЕНТ ОПЕРАТОРСКОЙ ГРУППЫ — ЕГОР ЧЕСНИКОВ РАБОЧИЙ ОПЕРАТОРСКОЙ ГРУППЫ — ЕГОР СМИРНОВ ГАФФЕР — ИВАН ПЫСЕНКО ОСВЕТИТЕТЬ — АЛЕКСАНДР САКС ЗВУКОРЕЖИССЁР — АЛЕКСЕЙ ВОРОШИЛОВ ЗВУКООПЕРАТОР — МАКСИМ КОРОТКИЙ РЕЖИССЁР МОНТАЖА — ВИК ТОРИЯ ГАНУС КОПОРИСТ — АЛЕКСЕЙ АНДРИАНОВ КОМПЬЮТЕРНАЯ ГРАФИКА — ИЛЬЯ ЯКИЩЁНОК КООРДИНАТОР ПОСТ-ПРОДАКШЕН — КСЕНИЯ ОБОРИНА
AkV4M3-zgFE,Свои | 4 сезон | 17 серия | Прощальные слова,https://www.youtube.com/watch?v=AkV4M3-zgFE,Егор Смирнов,1.0,2343.0,credits_scan/frames/AkV4M3-zgFE/frame_0039.jpg,ВТОРОЙ ОПЕРАТОР — ДАНИИЛ ЗПОБИН ФОКУС-ПУПЛЕРЫ / МЕХАНИКИ — МИХАИЙ ТАРАСОВ _ ДАНИИЛ ЧУБЕНКО АССИСТЕНТ ОПЕРАТОРСКОЙ ГРУППЫ — ЕГОР ЧЕСНИКОВ РАБОЧИЙ ОПЕРАТОРСКОЙ ГРУППЫ — ЕГОР СМИРНОВ ГАФФЕР — ИВАН ПЫСЕНКО ОСВЕТИТЕТЬ — АЛЕКСАНДР САКС ЗВУКОРЕЖИССЁР — АЛЕКСЕЙ ВОРОШИПОВ ЗВУКООПЕРАТОР — МАКСИМ КОРОТКИЙ РЕЖИССЁР МОНТАЖА — ВИК ТОРИЯ ГАНУС КОПОРИСТ — АЛЕКСЕЙ АНДРИАНОВ КОМПЬЮТЕРНАЯ ГРАФИКА — ИЛЬЯ ЯКИЩЕНОК КООРДИНАТОР ПОСТ-ПРОДАКШЕН — КСЕНИЯ ОБОРИНА
qjtk5epnAK8,Свои | 4 сезон | 18 серия | Имидж,https://www.youtube.com/watch?v=qjtk5epnAK8,Егор Смирнов,1.0,2357.0,credits_scan/frames/qjtk5epnAK8/frame_0038.jpg,ВТОРОЙ ОПЕРАТОР — СЕРГЕЙ ЖИГАНОВ ФОКУС-ПУППЕРЫ / МЕХАНИКИ — ПАВЕЛ РАЧКОВ р _ МАКСИМ ОКУЛОВСКИИ АССИСТЕНТ ОПЕРАТОРСКОЙ ГРУППЫ — АНТОН КАДУШКИН РАБОЧИЙ ОПЕРАТОРСКОЙ ГРУППЫ — ЕГОР СМИРНОВ ГАФФЕР — ИЛЬЯ ЧЕРНОВ ОСВЕТИТЕТЬ — МАРКИН ОЛЕГ ЗВУКОРЕЖИССЁР — АЛЕКСЕЙ ВОРОШИЛОВ ЗВУКООПЕРАТОР — МАКСИМ КОРОТКИЙ РЕЖИССЁР МОНТАЖА — ВИК ТОРИЯ ГАНУС КОПОРИСТ — АЛЕКСЕЙ АНДРИАНОВ КОМПЬЮТЕРНАЯ ГРАФИКА — ИЛЬЯ ЯКИЩЁНОК КООРДИНАТОР ПОСТ-ПРОДАКШЕН — КСЕНИЯ ОБОРИНА
qjtk5epnAK8,Свои | 4 сезон | 18 серия | Имидж,https://www.youtube.com/watch?v=qjtk5epnAK8,Егор Смирнов,1.0,2359.0,credits_scan/frames/qjtk5epnAK8/frame_0039.jpg,ВТОРОЙ ОПЕРАТОР — СЕРГЕЙ ЖИГАНОВ ФОКУС-ПУППЕРЫ / МЕХАНИКИ — ПАВЕЛ РАЧКОВ р _ МАКСИМ ОКУЛОВСКИИ АССИСТЕНТ ОПЕРАТОРСКОЙ ГРУППЫ — АНТОН КАДУШКИН РАБОЧИЙ ОПЕРАТОРСКОЙ ГРУППЫ — ЕГОР СМИРНОВ ГАФФЕР — ИЛЬЯ ЧЕРНОВ ОСВЕТИТЕТЬ — МАРКИН ОЛЕГ ЗВУКОРЕЖИССЁР — АЛЕКСЕЙ ВОРОШИЛОВ ЗВУКООПЕРАТОР — МАКСИМ КОРОТКИЙ РЕЖИССЁР МОНТАЖА — ВИК ТОРИЯ ГАНУС КОПОРИСТ — АЛЕКСЕЙ АНДРИАНОВ КОМПЬЮТЕРНАЯ ГРАФИКА — ИЛЬЯ ЯКИЩЁНОК КООРДИНАТОР ПОСТ-ПРОДАКШЕН — КСЕНИЯ ОБОРИНА
kDlZTanqoek,Свои | 4 сезон | 21 серия | Гаррота,https://www.youtube.com/watch?v=kDlZTanqoek,Егор Смирнов,1.0,2385.0,credits_scan/frames/kDlZTanqoek/frame_0037.jpg,ВТОРОЙ ОПЕРАТОР — СЕРГЕЙ ЖИГАНОВ ФОКУС-ПУЛЛЕРЫ / МЕХАНИКИ — ПАВЕЛ РАЧКОВ _ _ МАКСИМ ОКУЛОВСКИИ АССИСТЕНТ ОПЕРАТОРСКОЙ ГРУППЫ — АНТОН КАДУШКИН РАБОЧИЙ ОПЕРАТОРСКОЙ ГРУППЫ — ЕГОР СМИРНОВ ГАФФЕР — ИЛЬЯ ЧЕРНОВ ОСВЕТИТЕТЬ — МАРКИН ОЛЕГ ЗВУКОРЕЖИССЁР — АЛЕКСЕЙ ВОРОШИЛОВ ЗВУКООПЕРАТОР — МАКСИМ КОРОТКИЙ РЕЖИССЁР МОНТАЖА — ВИК ТОРИЯ ГАНУС КОПОРИСТ — АЛЕКСЕЙ АНДРИАНОВ КОМПЬЮТЕРНАЯ ГРАФИКА — ИЛЬЯ ЯКИЩЁНОК КООРДИНАТОР ПОСТ-ПРОДАКШЕН — КСЕНИЯ ОБОРИНА
kDlZTanqoek,Свои | 4 сезон | 21 серия | Гаррота,https://www.youtube.com/watch?v=kDlZTanqoek,Егор Смирнов,1.0,2387.0,credits_scan/frames/kDlZTanqoek/frame_0038.jpg,ВТОРОЙ ОПЕРАТОР — СЕРГЕЙ ЖИГАНОВ ФОКУС-ПУПЛЕРЫ / МЕХАНИКИ — ПАВЕЛ РАЧКОВ _ _ МАКСИМ ОКУЛОВСКИИ АССИСТЕНТ ОПЕРАТОРСКОЙ ГРУППЫ — АНТОН КАДУШКИН РАБОЧИЙ ОПЕРАТОРСКОЙ ГРУППЫ — ЕГОР СМИРНОВ ГАФФЕР — ИЛЬЯ ЧЕРНОВ ОСВЕТИТЕТЬ — МАРКИН ОЛЕГ ЗВУКОРЕЖИССЁР — АЛЕКСЕЙ ВОРОШИЛОВ ЗВУКООПЕРАТОР — МАКСИМ КОРОТКИЙ РЕЖИССЁР МОНТАЖА — ВИК ТОРИЯ ГАНУС КОПОРИСТ — АЛЕКСЕЙ АНДРИАНОВ КОМПЬЮТЕРНАЯ ГРАФИКА — ИЛЬЯ ЯКИЩЁНОК КООРДИНАТОР ПОСТ-ПРОДАКШЕН — КСЕНИЯ ОБОРИНА
-sB3fO_qj9g,Свои | 4 сезон | 22 серия | Тонкий расчет,https://www.youtube.com/watch?v=-sB3fO_qj9g,Егор Смирнов,1.0,2366.0,credits_scan/frames/-sB3fO_qj9g/frame_0037.jpg,НАД ФИЛЬМОМ РАБОТАЛИ ВТОРОЙ ОПЕРАТОР ЕПИЗАВЕТА ЧАЙКОВСКАЯ ФОКУС-ПУППЕРЫ / МЕХАНИКИ — АРТЁМ ПЕТРОСЯН АЛЕКСАНДР ПРОХОРОВ АССИСТЕНТ ОПЕРАТОРСКОЙ ГРУППЫ — ФИЛИПП БОГДАНОВ РАБОЧИЙ ОПЕРАТОРСКОЙ ГРУППЫ — ЕГОР СМИРНОВ ГАФФЕР — ИВАН ПЫСЕНКО ОСВЕТИТЕТЬ — АЛЕКСАНДР САКС ЗВУКОРЕЖИССЁР — АЛЕКСЕЙ ВОРОШИЛОВ ЗВУКООПЕРАТОР — ГЛЕБ КАРИБСКИЙ РЕЖИССЁР МОНТАЖА — ВИКТОРИЯ ГАНУС МОНТАЖЁР — ВЕРОНИКА КОРШУНОВА КОЛОРИСТ АЛЕКСЕЙ АНДРИАНОВ КОМПЬЮТЕРНАЯ ГРАФИКА — ИЛЬЯ ЯКИЩЁНОК КООРДИНАТОР ПОСТ-ПРОДАКШЕН — КСЕНИЯ ОБОРИНА
-sB3fO_qj9g,Свои | 4 сезон | 22 серия | Тонкий расчет,https://www.youtube.com/watch?v=-sB3fO_qj9g,Егор Смирнов,1.0,2368.0,credits_scan/frames/-sB3fO_qj9g/frame_0038.jpg,НАД ФИЛЬМОМ РАБОТАЛИ ВТОРОЙ ОПЕРАТОР ЕПИЗАВЕТА ЧАЙКОВСКАЯ ФОКУС-ПУППЕРЫ / МЕХАНИКИ — АРТЁМ ПЕТРОСЯН АЛЕКСАНДР ПРОХОРОВ АССИСТЕНТ ОПЕРАТОРСКОЙ ГРУППЫ — ФИЛИПП БОГДАНОВ РАБОЧИЙ ОПЕРАТОРСКОЙ ГРУППЫ — ЕГОР СМИРНОВ ГАФФЕР — ИВАН ПЫСЕНКО ОСВЕТИТЕТЬ — АЛЕКСАНДР САКС ЗВУКОРЕЖИССЁР — АЛЕКСЕЙ ВОРОШИЛОВ ЗВУКООПЕРАТОР ГЛЕБ КАРИБСКИЙ РЕЖИССЁР МОНТАЖА — ВИКТОРИЯ ГАНУС МОНТАЖЁР — ВЕРОНИКА КОРШУНОВА КОЛОРИСТ — АЛЕКСЕЙ АНДРИАНОВ КОМПЬЮТЕРНАЯ ГРАФИКА — ИЛЬЯ ЯКИЩЁНОК КООРДИНАТОР ПОСТ-ПРОДАКШЕН — КСЕНИЯ ОБОРИНА
RiCK-GnFfKI,Свои | 4 сезон | 23 серия | Интерьер,https://www.youtube.com/watch?v=RiCK-GnFfKI,Егор Смирнов,1.0,2274.0,credits_scan/frames/RiCK-GnFfKI/frame_0039.jpg,ВТОРОЙ ОПЕРАТОР — АНТОН Г РОМОВ. ФОКУС-ПУПЛЕРЫ / МЕХАНИКИ — ЕПИЗАВЕТА ЧАИКОВСКАЯ _ МИХАИЛ ТАРАСОВ АССИСТЕНТ ОПЕРАТОРСКОЙ ГРУППЫ — ЕГОР ЧЕСНИКОВ РАБОЧИЙ ОПЕРАТОРСКОЙ ГРУППЫ — ЕГОР СМИРНОВ ГАФФЕР ГЕРМАН ШНАЙДЕР ОСВЕТИТЕТЬ — ЯРОСЛАВ БУРАК ЗВУКОРЕЖИССЁР — АЛЕКСЕЙ ВОРОШИЛОВ ЗВУКООПЕРАТОР — МАКСИМ КОРОТКИЙ РЕЖИССЁР МОНТАЖА — ВИК ТОРИЯ ГАНУС КОПОРИСТ — АЛЕКСЕЙ АНДРИАНОВ КОМПЬЮТЕРНАЯ ГРАФИКА — ИЛЬЯ ЯКИЩЕНОК КООРДИНАТОР ПОСТ-ПРОДАКШЕН — КСЕНИЯ ОБОРИНА
RiCK-GnFfKI,Свои | 4 сезон | 23 серия | Интерьер,https://www.youtube.com/watch?v=RiCK-GnFfKI,Егор Смирнов,1.0,2276.0,credits_scan/frames/RiCK-GnFfKI/frame_0040.jpg,ВТОРОЙ ОПЕРАТОР — АНТОН Г! РОМОВ. ФОКУС-ПУПЛЕРЫ / МЕХАНИКИ — ЕПИЗАВЕТА ЧАИКОВСКАЯ _ МИХАИЛ ТАРАСОВ АССИСТЕНТ ОПЕРАТОРСКОЙ ГРУППЫ — ЕГОР ЧЕСНИКОВ: РАБОЧИЙ ОПЕРАТОРСКОЙ ГРУППЫ — ЕГОР СМИРНОВ ГАФФЕР ГЕРМАН ШНАЙДЕР ОСВЕТИТЕТЬ — ЯРОСЛАВ БУРАК ЗВУКОРЕЖИССЁР — АЛЕКСЕЙ ВОРОШИЛОВ ЗВУКООПЕРАТОР — МАКСИМ КОРОТКИЙ РЕЖИССЁР МОНТАЖА — ВИК ТОРИЯ ГАНУС КОПОРИСТ — АЛЕКСЕЙ АНДРИАНОВ КОМПЬЮТЕРНАЯ ГРАФИКА — ИЛЬЯ ЯКИЩЕНОК КООРДИНАТОР ПОСТ-ПРОДАКШЕН — КСЕНИЯ ОБОРИНА
_xCVYmn_qjU,Свои | 4 сезон | 24 серия | Обмануть смерть,https://www.youtube.com/watch?v=_xCVYmn_qjU,Егор Смирнов,1.0,2361.0,credits_scan/frames/_xCVYmn_qjU/frame_0038.jpg,НАД ФИЛЬМОМ РАБОТАЛИ ВТОРОЙ ОПЕРАТОР — СЕРГЕЙ ЖИГАНОВ ФОКУС-ПУПЛЕРЫ / МЕХАНИКИ — ПАВЕЛ РАЧКОВ МАКСИМ ОКУПОВСКИЙ АССИСТЕНТ ОПЕРАТОРСКОЙ ГРУППЫ — АНТОН КАДУШКИН РАБОЧИЙ ОПЕРАТОРСКОЙ ГРУППЫ — ЕГОР СМИРНОВ ГАФФЕР — ИЛЬЯ ЧЕРНОВ ОСВЕТИТЕТЬ — ОЛЕГ МАРКИН ЗВУКОРЕЖИССЁР — АЛЕКСЕЙ ВОРОШИПОВ ЗВУКООПЕРАТОР — ГЛЕБ КАРИБСКИЙ РЕЖИССЁР МОНТАЖА — ВИКТОРИЯ ГАНУС МОНТАЖЁР — ВЕРОНИКА КОРШУНОВА КОЛОРИСТ АЛЕКСЕЙ АНДРИАНОВ КОМПЬЮТЕРНАЯ ГРАФИКА — ИЛЬЯ ЯКИЩЁНОК КООРДИНАТОР ПОСТ-ПРОДАКШЕН — КСЕНИЯ ОБОРИНА
_xCVYmn_qjU,Свои | 4 сезон | 24 серия | Обмануть смерть,https://www.youtube.com/watch?v=_xCVYmn_qjU,Егор Смирнов,1.0,2363.0,credits_scan/frames/_xCVYmn_qjU/frame_0039.jpg,НАД ФИЛЬМОМ РАБОТАЛИ ВТОРОЙ ОПЕРАТОР — СЕРГЕЙ ЖИГАНОВ ФОКУС-ПУПЛЕРЫ / МЕХАНИКИ — ПАВЕЛ РАЧКОВ МАКСИМ ОКУЛОВСКИЙ АССИСТЕНТ ОПЕРАТОРСКОЙ ГРУППЫ — АНТОН КАДУШКИН РАБОЧИЙ ОПЕРАТОРСКОЙ ГРУППЫ — ЕГОР СМИРНОВ ГАФФЕР — ИЛЬЯ ЧЕРНОВ ОСВЕТИТЕТЬ — ОЛЕГ МАРКИН ЗВУКОРЕЖИССЁР — АЛЕКСЕЙ ВОРОШИЛОВ ЗВУКООПЕРАТОР ГЛЕБ КАРИБСКИЙ РЕЖИССЁР МОНТАЖА — ВИКТОРИЯ ГАНУС МОНТАЖЁР — ВЕРОНИКА КОРШУНОВА КОЛОРИСТ — АЛЕКСЕЙ АНДРИАНОВ КОМПЬЮТЕРНАЯ ГРАФИКА — ИЛЬЯ ЯКИЩЁНОК КООРДИНАТОР ПОСТ-ПРОДАКШЕН — КСЕНИЯ ОБОРИНА
iVtP3Gc8JZc,Свои | 4 сезон | 27 серия | Страшный человек,https://www.youtube.com/watch?v=iVtP3Gc8JZc,Егор Смирнов,1.0,2354.0,credits_scan/frames/iVtP3Gc8JZc/frame_0039.jpg,ВТОРОЙ ОПЕРАТОР — АНТОН Г РОМОВ. ФОКУС-ПУПЛЕРЫ / МЕХАНИКИ — ЕПИЗАВЕТА ЧАИКОВСКАЯ _ МИХАИЛ ТАРАСОВ АССИСТЕНТ ОПЕРАТОРСКОЙ ГРУППЫ — ЕГОР ЧЕСНИКОВ: РАБОЧИЙ ОПЕРАТОРСКОЙ ГРУППЫ — ЕГОР СМИРНОВ ГАФФЕР ГЕРМАН ШНАЙДЕР ОСВЕТИТЕТЬ — ЯРОСЛАВ БУРАК ЗВУКОРЕЖИССЁР — АЛЕКСЕЙ ВОРОШИЛОВ ЗВУКООПЕРАТОР — МАКСИМ КОРОТКИЙ РЕЖИССЁР МОНТАЖА — ВИК ТОРИЯ ГАНУС КОПОРИСТ — АЛЕКСЕЙ АНДРИАНОВ КОМПЬЮТЕРНАЯ ГРАФИКА — ИЛЬЯ ЯКИЩЕНОК КООРДИНАТОР ПОСТ-ПРОДАКШЕН — КСЕНИЯ ОБОРИНА
iVtP3Gc8JZc,Свои | 4 сезон | 27 серия | Страшный человек,https://www.youtube.com/watch?v=iVtP3Gc8JZc,Егор Смирнов,1.0,2356.0,credits_scan/frames/iVtP3Gc8JZc/frame_0040.jpg,ВТОРОЙ ОПЕРАТОР — АНТОН Г! РОМОВ. ФОКУС-ПУПЛЕРЫ / МЕХАНИКИ — ЕПИЗАВЕТА ЧАИКОВСКАЯ _ МИХАИЛ ТАРАСОВ АССИСТЕНТ ОПЕРАТОРСКОЙ ГРУППЫ — ЕГОР ЧЕСНИКОВ: РАБОЧИЙ ОПЕРАТОРСКОЙ ГРУППЫ — ЕГОР СМИРНОВ ГАФФЕР ГЕРМАН ШНАЙДЕР ОСВЕТИТЕТЬ — ЯРОСЛАВ БУРАК ЗВУКОРЕЖИССЁР — АЛЕКСЕЙ ВОРОШИЛОВ ЗВУКООПЕРАТОР — МАКСИМ КОРОТКИЙ РЕЖИССЁР МОНТАЖА — ВИК ТОРИЯ ГАНУС КОПОРИСТ — АЛЕКСЕЙ АНДРИАНОВ КОМПЬЮТЕРНАЯ ГРАФИКА — ИЛЬЯ ЯКИЩЕНОК КООРДИНАТОР ПОСТ-ПРОДАКШЕН — КСЕНИЯ ОБОРИНА
